Name,RxCUI,Rx_Norm_Drug_Class,Drug_Class
azilsartan medoxomil 40 MG Oral Tablet [Edarbi],1091650,ARB,ARB
azilsartan medoxomil 80 MG Oral Tablet,1091652,ARB,ARB
azilsartan medoxomil 80 MG Oral Tablet [Edarbi],1091654,ARB,ARB
aliskiren / valsartan Oral Tablet,864774,ARB_renin_combo,ARB_renin
aliskiren 150 MG / valsartan 160 MG Oral Tablet,1011718,ARB_renin_combo,ARB_renin
aliskiren 150 MG / valsartan 160 MG Oral Tablet [Valturna],1011724,ARB_renin_combo,ARB_renin
aliskiren 300 MG / valsartan 320 MG Oral Tablet,1011729,ARB_renin_combo,ARB_renin
aliskiren 300 MG / valsartan 320 MG Oral Tablet [Valturna],1011735,ARB_renin_combo,ARB_renin
Furosemide / Penbutolol Oral Tablet,379442,BB_loop_combo,BB_loop
Penbutolol / piretanide Oral Tablet,450545,BB_loop_combo,BB_loop
Furosemide 10 MG / Penbutolol Sulfate 20 MG Oral Tablet,1191188,BB_loop_combo,BB_loop
Furosemide 20 MG / Penbutolol Sulfate 40 MG Oral Tablet,1191191,BB_loop_combo,BB_loop
Penbutolol Sulfate 20 MG / piretanide 3 MG Oral Tablet,1191192,BB_loop_combo,BB_loop
Penbutolol Sulfate 40 MG / piretanide 6 MG Oral Tablet,1191193,BB_loop_combo,BB_loop
Dihydralazine 25 MG / Oxprenolol 80 MG Oral Tablet,428207,BB_vaso_combo,BB_vaso
pentaerythritol 40 MG / Propranolol 40 MG Oral Tablet,430941,BB_vaso_combo,BB_vaso
Dihydralazine 35 MG / Propranolol 50 MG Oral Tablet,432681,BB_vaso_combo,BB_vaso
Dihydralazine / Oxprenolol Oral Tablet,439008,BB_vaso_combo,BB_vaso
Dihydralazine / Propranolol Oral Tablet,439011,BB_vaso_combo,BB_vaso
pentaerythritol / Propranolol Oral Tablet,450465,BB_vaso_combo,BB_vaso
Acebutolol 5 MG/ML Injectable Solution [Sectral],102306,betablocker,BB
Sotalol 2 MG/ML Injectable Solution,102309,betablocker,BB
Metoprolol 190 MG Oral Tablet [Metoros],102314,betablocker,BB
Metoprolol 95 MG Oral Tablet [Metoros],102315,betablocker,BB
Carteolol 10 MG Oral Tablet,103781,betablocker,BB
Carteolol 10 MG Oral Tablet [Cartrol],103782,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Cardinol],104293,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Cardinol],104294,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Cardinol],104295,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Cardinol],104296,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Sloprolol],104300,betablocker,BB
Acebutolol Hydrochloride 100 MG Oral Capsule [Sectral],104301,betablocker,BB
Acebutolol Hydrochloride 400 MG Oral Tablet [Sectral],104303,betablocker,BB
Atenolol 50 MG Oral Tablet [Totamol],104304,betablocker,BB
Atenolol 100 MG Oral Tablet [Totamol],104305,betablocker,BB
Atenolol 25 MG Oral Tablet [Totamol],104306,betablocker,BB
Atenolol 0.5 MG/ML Injectable Solution,104308,betablocker,BB
Labetalol hydrochloride 400 MG Oral Tablet [Trandate],104311,betablocker,BB
Metoprolol Tartrate 200 MG Extended Release Tablet [Betaloc-SA],104312,betablocker,BB
24 HR Metoprolol Tartrate 200 MG Extended Release Tablet [Lopresor SR],104313,betablocker,BB
Oxprenolol 20 MG Oral Tablet [Trasicor],104314,betablocker,BB
Oxprenolol 40 MG Oral Tablet [Trasicor],104315,betablocker,BB
Oxprenolol 80 MG Oral Tablet [Trasicor],104316,betablocker,BB
Oxprenolol 160 MG Oral Tablet [Trasicor],104317,betablocker,BB
Oxprenolol 160 MG Extended Release Tablet [Trasicor Retard],104318,betablocker,BB
Bisoprolol Fumarate 5 MG Oral Tablet [Emcor LS],104348,betablocker,BB
Bisoprolol Fumarate 10 MG Oral Tablet [Emcor],104349,betablocker,BB
carvedilol 12.5 MG Oral Tablet [Eucardic],108356,betablocker,BB
carvedilol 25 MG Oral Tablet [Eucardic],108357,betablocker,BB
Sotalol 2 MG/ML Injectable Solution [Sotacor],141832,betablocker,BB
Metoprolol 190 MG Oral Tablet,141833,betablocker,BB
Metoprolol 95 MG Oral Tablet,141834,betablocker,BB
Labetalol hydrochloride 50 MG Oral Tablet [Trandate],141883,betablocker,BB
Sotalol Hydrochloride 40 MG Oral Tablet [Beta-Cardone],141884,betablocker,BB
Sotalol Hydrochloride 80 MG Oral Tablet [Sotacor],141885,betablocker,BB
Sotalol Hydrochloride 200 MG Oral Tablet [Beta-Cardone],141886,betablocker,BB
Sotalol Hydrochloride 160 MG Oral Tablet [Sotacor],141887,betablocker,BB
Sotalol Hydrochloride 10 MG/ML Injectable Solution [Sotacor],141888,betablocker,BB
Atenolol 25 MG Oral Tablet [Tenormin],150750,betablocker,BB
Oxprenolol 160 MG Oral Tablet,150751,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Lopranol LA],151071,betablocker,BB
Atenolol 25 MG Oral Tablet [Atenix],151120,betablocker,BB
Atenolol 50 MG Oral Tablet [Tenormin],152414,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Half Propanix LA],153532,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Propanix LA],153533,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Half Propatard LA],153817,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Propatard LA],153818,betablocker,BB
Atenolol 100 MG Oral Tablet,197379,betablocker,BB
Atenolol 25 MG Oral Tablet,197380,betablocker,BB
Atenolol 50 MG Oral Tablet,197381,betablocker,BB
Nadolol 120 MG Oral Tablet,198004,betablocker,BB
Nadolol 160 MG Oral Tablet,198005,betablocker,BB
Nadolol 20 MG Oral Tablet,198006,betablocker,BB
Nadolol 40 MG Oral Tablet,198007,betablocker,BB
Nadolol 80 MG Oral Tablet,198008,betablocker,BB
Pindolol 10 MG Oral Tablet,198104,betablocker,BB
Pindolol 5 MG Oral Tablet,198105,betablocker,BB
Timolol 10 MG Oral Tablet,198284,betablocker,BB
Timolol 20 MG Oral Tablet,198285,betablocker,BB
Timolol 5 MG Oral Tablet,198286,betablocker,BB
Pindolol 15 MG Oral Tablet,199277,betablocker,BB
Oxprenolol 20 MG Oral Tablet,199494,betablocker,BB
Oxprenolol 40 MG Oral Tablet,199495,betablocker,BB
Oxprenolol 80 MG Oral Tablet,199786,betablocker,BB
Oxprenolol 160 MG Extended Release Tablet,199787,betablocker,BB
carvedilol 6.25 MG Oral Tablet,200031,betablocker,BB
carvedilol 12.5 MG Oral Tablet,200032,betablocker,BB
carvedilol 25 MG Oral Tablet,200033,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Apsolol],200829,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Bedranol],200830,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Angilol],200831,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Propanix],200832,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Berkolol],200833,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Propanix],200835,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Inderal],200836,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Angilol],200837,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Apsolol],200838,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet [Berkolol],200839,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Bedranol],200840,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Angilol],200841,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Apsolol],200842,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Propanix],200843,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Berkolol],200844,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Bedranol],200846,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Angilol],200847,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Apsolol],200848,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Propanix],200849,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Berkolol],200850,betablocker,BB
Metoprolol Tartrate 1 MG/ML Injectable Solution [Betaloc],200852,betablocker,BB
Oxprenolol 160 MG Extended Release Tablet [Slow-Pren],200853,betablocker,BB
Oxprenolol 160 MG Extended Release Tablet [Slow Trasicor],200854,betablocker,BB
Oxprenolol 160 MG Extended Release Tablet [Oxyprenix SR],200855,betablocker,BB
Pindolol 5 MG Oral Tablet [Betadren],200856,betablocker,BB
Pindolol 5 MG Oral Tablet [Visken],200857,betablocker,BB
Pindolol 15 MG Oral Tablet [Betadren],200858,betablocker,BB
Pindolol 15 MG Oral Tablet [Visken],200859,betablocker,BB
Atenolol 25 MG Oral Tablet [Antipressan],201218,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Propanix SR],201310,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Betadur CR],201311,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Bedranol SR],201312,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Beta-Prograne],201313,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Sloprolol],201315,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Avlocardyl Retard],201316,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Probeta LA],201318,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Half-Betadur CR],201319,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Half Beta-Prograne],201321,betablocker,BB
Atenolol 100 MG Oral Tablet [Tenormin],201322,betablocker,BB
Atenolol 100 MG Oral Tablet [Antipressan],201323,betablocker,BB
Atenolol 100 MG Oral Tablet [Vasaten],201324,betablocker,BB
Atenolol 100 MG Oral Tablet [Atenix],201325,betablocker,BB
Atenolol 0.5 MG/ML Injectable Solution [Tenormin],201327,betablocker,BB
Atenolol 50 MG Oral Tablet [Antipressan],201328,betablocker,BB
Atenolol 50 MG Oral Tablet [Vasaten],201329,betablocker,BB
Atenolol 50 MG Oral Tablet [Atenix],201330,betablocker,BB
Metoprolol Tartrate 50 MG Oral Tablet [Betaloc],201331,betablocker,BB
Metoprolol Tartrate 50 MG Oral Tablet [Mepranix],201332,betablocker,BB
Metoprolol Tartrate 50 MG Oral Tablet [Arbralene],201333,betablocker,BB
Metoprolol Tartrate 100 MG Oral Tablet [Betaloc],201334,betablocker,BB
Metoprolol Tartrate 100 MG Oral Tablet [Mepranix],201335,betablocker,BB
Metoprolol Tartrate 100 MG Oral Tablet [Arbralene],201336,betablocker,BB
Nadolol 40 MG Oral Tablet [Corgard],201337,betablocker,BB
Nadolol 80 MG Oral Tablet [Corgard],201338,betablocker,BB
Timolol 10 MG Oral Tablet [Betim],201339,betablocker,BB
Timolol 10 MG Oral Tablet [Blocadren],201340,betablocker,BB
Bisoprolol Fumarate 5 MG Oral Tablet [Monocor],201343,betablocker,BB
Bisoprolol Fumarate 10 MG Oral Tablet [Monocor],201344,betablocker,BB
Labetalol hydrochloride 100 MG Oral Tablet [Labrocol],204012,betablocker,BB
Labetalol hydrochloride 200 MG Oral Tablet [Labrocol],204013,betablocker,BB
Labetalol hydrochloride 400 MG Oral Tablet [Labrocol],204014,betablocker,BB
Sotalol Hydrochloride 80 MG Oral Tablet [Beta-Cardone],204015,betablocker,BB
Nadolol 20 MG Oral Tablet [Corgard],206961,betablocker,BB
Nadolol 120 MG Oral Tablet [Corgard],206964,betablocker,BB
Nadolol 160 MG Oral Tablet [Corgard],206968,betablocker,BB
Pindolol 10 MG Oral Tablet [Visken],208140,betablocker,BB
Timolol 5 MG Oral Tablet [Blocadren],208575,betablocker,BB
Timolol 20 MG Oral Tablet [Blocadren],208576,betablocker,BB
Atenolol 50 MG Oral Tablet [Senormin],211773,betablocker,BB
carvedilol 6.25 MG Oral Tablet [Coreg],212388,betablocker,BB
carvedilol 12.5 MG Oral Tablet [Coreg],212389,betablocker,BB
carvedilol 25 MG Oral Tablet [Coreg],212390,betablocker,BB
carvedilol 3.13 MG Oral Tablet [Eucardic],226855,betablocker,BB
carvedilol 6.25 MG Oral Tablet [Eucardic],226856,betablocker,BB
Propranolol 120 MG Oral Tablet,245278,betablocker,BB
Acebutolol 100 MG Oral Tablet,245279,betablocker,BB
Acebutolol 200 MG Oral Tablet,245718,betablocker,BB
Oxprenolol 80 MG Extended Release Tablet,245849,betablocker,BB
Nadolol 60 MG Oral Tablet,248494,betablocker,BB
Atenolol 50 MG Oral Capsule,249384,betablocker,BB
Atenolol 100 MG Oral Capsule,249385,betablocker,BB
Metoprolol 5 MG/ML Injectable Solution,250082,betablocker,BB
Acebutolol 5 MG/ML Injectable Solution,251762,betablocker,BB
Propranolol 40 MG Extended Release Oral Capsule,252276,betablocker,BB
Pindolol 10 MG Oral Capsule,346715,betablocker,BB
Labetalol 300 MG Extended Release Tablet,347160,betablocker,BB
Acebutolol Oral Capsule,370505,betablocker,BB
Atenolol Oral Tablet,370619,betablocker,BB
Acebutolol Oral Tablet,370737,betablocker,BB
Atenolol Oral Capsule,370959,betablocker,BB
Atenolol Injectable Solution,370960,betablocker,BB
Betaxolol Oral Tablet,371065,betablocker,BB
Bisoprolol Oral Tablet,371104,betablocker,BB
Carteolol Oral Tablet,371295,betablocker,BB
carvedilol Oral Tablet,371296,betablocker,BB
Labetalol Oral Tablet,372554,betablocker,BB
Metoprolol Oral Tablet,372891,betablocker,BB
Nadolol Oral Tablet,372978,betablocker,BB
Oxprenolol Oral Tablet,373183,betablocker,BB
Oxprenolol Extended Release Tablet,373184,betablocker,BB
Penbutolol Oral Capsule,373254,betablocker,BB
Penbutolol Oral Tablet,373255,betablocker,BB
Pindolol Oral Tablet,373460,betablocker,BB
Propranolol Extended Release Capsule,373652,betablocker,BB
Propranolol Oral Solution,373653,betablocker,BB
Propranolol Oral Tablet,373654,betablocker,BB
Sotalol Oral Tablet,373937,betablocker,BB
Timolol Oral Tablet,374135,betablocker,BB
Propranolol Extended Release Tablet,375929,betablocker,BB
Metoprolol Injectable Solution,376261,betablocker,BB
Sotalol Injectable Solution,376365,betablocker,BB
esmolol Injectable Solution,377103,betablocker,BB
Labetalol Injectable Solution,377107,betablocker,BB
Propranolol Injectable Solution,377113,betablocker,BB
Acebutolol Injectable Solution,377207,betablocker,BB
Pindolol Oral Capsule,378147,betablocker,BB
Labetalol Extended Release Tablet,378652,betablocker,BB
Metoprolol Extended Release Tablet,378660,betablocker,BB
nebivolol 5 MG Oral Tablet,387013,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Capsule [Inderal],387876,betablocker,BB
nebivolol Oral Tablet,393308,betablocker,BB
Propranolol Oral Capsule,393497,betablocker,BB
Propranolol 20 MG Extended Release Oral Capsule,411993,betablocker,BB
Pindolol 0.2 MG/ML Injectable Solution,414005,betablocker,BB
Labetalol 1 MG/ML Injectable Solution,415736,betablocker,BB
Acebutolol 40 MG/ML Oral Solution,421931,betablocker,BB
Pindolol 5 MG/ML Oral Solution,421932,betablocker,BB
carvedilol 50 MG Oral Tablet,428416,betablocker,BB
Sotalol 320 MG Oral Tablet,429268,betablocker,BB
Carteolol 20 MG Oral Tablet,430569,betablocker,BB
Pindolol 2.5 MG Oral Tablet,430570,betablocker,BB
Propranolol 100 MG Oral Tablet,430619,betablocker,BB
Propranolol 25 MG Oral Tablet,430620,betablocker,BB
24 HR Acebutolol 500 MG Extended Release Tablet,433892,betablocker,BB
Pindolol 20 MG Extended Release Tablet,434241,betablocker,BB
Propranolol 160 MG Extended Release Tablet,434242,betablocker,BB
Acebutolol Oral Solution,437138,betablocker,BB
Acebutolol Extended Release Tablet,437140,betablocker,BB
Pindolol Injectable Solution,450800,betablocker,BB
Pindolol Extended Release Tablet,450803,betablocker,BB
Pindolol Oral Solution,450805,betablocker,BB
Hydroxyzine / Labetalol Oral Tablet,628903,betablocker,BB
carvedilol Extended Release Capsule,664767,betablocker,BB
carvedilol 3.13 MG Oral Tablet,686924,betablocker,BB
carvedilol 3.13 MG Oral Tablet [Coreg],686926,betablocker,BB
Labetalol Prefilled Syringe,727824,betablocker,BB
nebivolol 10 MG Oral Tablet,751612,betablocker,BB
nebivolol 10 MG Oral Tablet [Bystolic],751616,betablocker,BB
nebivolol 2.5 MG Oral Tablet,751618,betablocker,BB
nebivolol 2.5 MG Oral Tablet [Bystolic],751620,betablocker,BB
nebivolol 5 MG Oral Tablet [Bystolic],751623,betablocker,BB
Atenolol 5 MG/ML Oral Solution [Tenormin],754914,betablocker,BB
Atenolol 5 MG/ML Oral Solution,755528,betablocker,BB
Atenolol Oral Solution,756436,betablocker,BB
nebivolol 20 MG Oral Tablet,827073,betablocker,BB
nebivolol 20 MG Oral Tablet [Bystolic],827075,betablocker,BB
Metoprolol Tartrate 200 MG Extended Release Tablet [Lopresor SR],844414,betablocker,BB
Acebutolol 500 MG Extended Release Tablet,844906,betablocker,BB
Bisoprolol Fumarate 10 MG Oral Tablet,854901,betablocker,BB
Bisoprolol Fumarate 10 MG Oral Tablet [Zebeta],854903,betablocker,BB
Bisoprolol Fumarate 5 MG Oral Tablet,854905,betablocker,BB
Bisoprolol Fumarate 5 MG Oral Tablet [Zebeta],854907,betablocker,BB
Propranolol Hydrochloride 1 MG/ML Injectable Solution,856443,betablocker,BB
Propranolol Hydrochloride 1 MG/ML Injectable Solution [Inderal],856445,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet,856448,betablocker,BB
Propranolol Hydrochloride 10 MG Oral Tablet [Inderal],856450,betablocker,BB
Propranolol Hydrochloride 20 MG Oral Tablet,856457,betablocker,BB
Propranolol Hydrochloride 20 MG Oral Tablet [Pronol],856459,betablocker,BB
24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule,856460,betablocker,BB
24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderal],856462,betablocker,BB
Propranolol Hydrochloride 120 MG Extended Release Capsule,856463,betablocker,BB
Propranolol Hydrochloride 120 MG Extended Release Capsule [Inderal],856464,betablocker,BB
24 HR Propranolol Hydrochloride 120 MG Extended Release Capsule [InnoPran],856471,betablocker,BB
Propranolol Hydrochloride 120 MG Extended Release Capsule [InnoPran],856472,betablocker,BB
24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,856481,betablocker,BB
24 HR Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderal],856483,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,856484,betablocker,BB
Propranolol Hydrochloride 160 MG Extended Release Capsule [Inderal],856485,betablocker,BB
Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],856508,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet,856519,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Inderal],856521,betablocker,BB
Propranolol Hydrochloride 40 MG Oral Tablet [Pronol],856528,betablocker,BB
24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,856535,betablocker,BB
24 HR Propranolol Hydrochloride 60 MG Extended Release Capsule [Inderal],856537,betablocker,BB
Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,856538,betablocker,BB
Propranolol Hydrochloride 60 MG Extended Release Capsule [Inderal],856539,betablocker,BB
Propranolol Hydrochloride 60 MG Oral Tablet,856556,betablocker,BB
Propranolol Hydrochloride 60 MG Oral Tablet [Inderal],856557,betablocker,BB
24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,856569,betablocker,BB
24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderal],856571,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,856572,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderal],856573,betablocker,BB
24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule [InnoPran],856576,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Capsule [InnoPran],856577,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet,856578,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],856579,betablocker,BB
Propranolol Hydrochloride 10 MG/ML Oral Solution,856703,betablocker,BB
Propranolol Hydrochloride 1 MG/ML Oral Solution,856704,betablocker,BB
Propranolol Hydrochloride 16 MG/ML Oral Solution,856712,betablocker,BB
Propranolol Hydrochloride 160 MG Oral Tablet,856713,betablocker,BB
Propranolol Hydrochloride 2 MG/ML Oral Solution,856719,betablocker,BB
Propranolol Hydrochloride 4 MG/ML Oral Solution,856724,betablocker,BB
Propranolol Hydrochloride 8 MG/ML Oral Solution,856733,betablocker,BB
Propranolol Hydrochloride 80 MG Extended Release Oral Tablet,856734,betablocker,BB
Propranolol Hydrochloride 80 MG Oral Capsule,856735,betablocker,BB
Propranolol Hydrochloride 80 MG/ML Oral Solution,856737,betablocker,BB
Propranolol Hydrochloride 90 MG Oral Tablet,856739,betablocker,BB
24 HR carvedilol phosphate 10 MG Extended Release Oral Capsule,860510,betablocker,BB
24 HR carvedilol phosphate 10 MG Extended Release Capsule [Coreg],860512,betablocker,BB
carvedilol phosphate 10 MG Extended Release Oral Capsule,860513,betablocker,BB
carvedilol phosphate 10 MG Extended Release Capsule [Coreg],860514,betablocker,BB
24 HR carvedilol phosphate 20 MG Extended Release Oral Capsule,860516,betablocker,BB
24 HR carvedilol phosphate 20 MG Extended Release Capsule [Coreg],860518,betablocker,BB
carvedilol phosphate 20 MG Extended Release Oral Capsule,860519,betablocker,BB
carvedilol phosphate 20 MG Extended Release Capsule [Coreg],860520,betablocker,BB
24 HR carvedilol phosphate 40 MG Extended Release Capsule,860522,betablocker,BB
24 HR carvedilol phosphate 40 MG Extended Release Capsule [Coreg],860524,betablocker,BB
carvedilol phosphate 40 MG Extended Release Capsule,860525,betablocker,BB
carvedilol phosphate 40 MG Extended Release Capsule [Coreg],860526,betablocker,BB
24 HR carvedilol phosphate 80 MG Extended Release Capsule,860532,betablocker,BB
24 HR carvedilol phosphate 80 MG Extended Release Capsule [Coreg],860534,betablocker,BB
carvedilol phosphate 80 MG Extended Release Capsule,860535,betablocker,BB
carvedilol phosphate 80 MG Extended Release Capsule [Coreg],860536,betablocker,BB
Bisoprolol Fumarate 1.25 MG Oral Tablet,865154,betablocker,BB
Bisoprolol Fumarate 2.5 MG Oral Tablet,865155,betablocker,BB
Bisoprolol Fumarate 3.75 MG Oral Tablet,865157,betablocker,BB
Bisoprolol Fumarate 7.5 MG Oral Tablet,865159,betablocker,BB
24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,866412,betablocker,BB
24 HR Metoprolol Tartrate 100 MG Extended Release Tablet [Toprol],866414,betablocker,BB
metoprolol succinate 100 MG Extended Release Oral Tablet,866415,betablocker,BB
Metoprolol Tartrate 100 MG Extended Release Tablet [Toprol],866416,betablocker,BB
24 HR metoprolol succinate 200 MG Extended Release Oral Tablet,866419,betablocker,BB
24 HR Metoprolol Tartrate 200 MG Extended Release Tablet [Toprol],866421,betablocker,BB
metoprolol succinate 200 MG Extended Release Oral Tablet,866422,betablocker,BB
Metoprolol Tartrate 200 MG Extended Release Tablet [Toprol],866423,betablocker,BB
24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,866427,betablocker,BB
24 HR Metoprolol Tartrate 25 MG Extended Release Tablet [Toprol],866429,betablocker,BB
metoprolol succinate 25 MG Extended Release Oral Tablet,866430,betablocker,BB
Metoprolol Tartrate 25 MG Extended Release Tablet [Toprol],866431,betablocker,BB
24 HR metoprolol succinate 50 MG Extended Release Oral Tablet,866436,betablocker,BB
